,Sludinājumi,Iela,Ist.,m2,Stāvs,Sērija,"Cena, m2",Cena,URL,Region
20,Pārdošanā tiek piedāvāts investīciju objekts Rīgas centra aktīva,Birznieka-Upīša 6,Citi,195,2/3,P. kara,867 €,"169,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bekdi.html,centre
21,"Квартира в новом проекте - Strelnieku 7. 

Планировка: спальня",Strēlnieku 7,2,57,5/7,Jaun.,"2,842 €","162,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahndf.html,centre
22,"Квартира в центре Риги в Новом проектe Kern Residence

Описани",Muitas 1,3,105,2/4,Jaun.,"2,752 €","289,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aglhb.html,centre
23,Квартира в Тихом центре в реконструированном историческом доме (,Valdemāra 37,2,58,5/6,Renov.,"2,362 €","137,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eklgg.html,centre
24,Pārdod dzīvokli bez apdares jaunajā premium klases projektā ar s,Klijānu 16,4,153,7/9,Jaun.,"1,340 €","205,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/anhbh.html,centre
25,Предлагаем вам преобрести реновированную 2-х комнатную квартиру ,Visvalža 3а,2,45,2/5,P. kara,"1,511 €","68,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dkhcn.html,centre
26,"Pārdod plašu divu līmeņu 3-istabu dzīvokli, Lāčplēša ielā (līdzā",Lāčplēša 87E,3,81,4/5,Renov.,"1,111 €","90,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bjxdi.html,centre
27,Nāc un apskati jau šobrīd 2 istabu dzīvokli. Logi ir vērsti uz A,Briāna 4,2,56,2/5,Jaun.,"1,793 €","100,428  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bclhmx.html,centre
28,"Labiekārtotā un koptā teritorijā, jaunā projekta mājā pārdod 3 i",Klijānu 6,3,53,3/9,Jaun.,"1,415 €","75,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbiif.html,centre
29,Pārdod kompaktu 4 istabu dzīvokli Blaumaņa ielā 34. Dzīvoklis at,Blaumaņa 34,4,64,1/3,Renov.,"1,550 €","99,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dxlce.html,centre
0,Īpašnieks pārdod dzīvokli Pērnavas ielā - atrodas Grīziņkalna ap,Pērnavas 12,2,40,2/5,Hrušč.,"1,125 €","45,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adhld.html,centre
1,"Tiek pārdots dzīvoklis pašā Rīgas centrā ar autostāvvietu, tikko",Skolas 25,4,125,4/5,P. kara,"1,480 €","185,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cjbcm.html,centre
2,"Pārdod dzīvokli Rīgā, Centrā, Dzirnavu ielā 6.
Slavenā latviešu",Dzirnavu 6,4,97,2/4,Renov.,"2,577 €","250,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abpoc.html,centre
3,"Pārdod dzīvokli Rīgā, Centrā, Dzirnavu ielā 6.
Slavenā latviešu",Dzirnavu 6,4,96,3/4,Renov.,"2,906 €","279,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bhfek.html,centre
4,"Pārdod dzīvokli Rīgā, Centrā, Dzirnavu ielā 6.
Slavenā latviešu",Dzirnavu 6,2,34,2/4,Renov.,"2,206 €","75,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ehpme.html,centre
5,"Jauns - mājīgs, mēbelēts 3-istabu dzīvoklis jaunajā projektā Fel",Birznieka-Upīša 13,3,79,2/7,Jaun.,"2,759 €","218,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahldm.html,centre
6,"Renovētā namīpašumā, lielisks dzīvoklis pilsētas centrā daudzstā",Tērbatas 59/61,4,97,6/6,Renov.,"1,498 €","145,350  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cicjn.html,centre
7,Īpašniek pārdod plāšu un gaišu dzīvokli renovēta mājā ar mēbelēm,Čaka 143,2,64,4/5,Renov.,"1,484 €","95,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbpfd.html,centre
8,Семья в связи с переездом продает полностью обустроенную 3-х ком,Valdemāra 119,3,76,5/2,P. kara,"1,697 €","129,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gkbpx.html,centre
9,После косметического ремонта. Квартира в новейшем доме высоток С,J. Daliņa 8,4,130,11/24,Jaun.,"1,962 €","255,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bpmnb.html,centre
10,"Īpašnieks pārdod saulainu 2-istabu dzīvokli Rīgas centrā, pagalm",Matīsa 17,2,53,5/5,P. kara,"1,491 €","79,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/agoef.html,centre
11,"Ekskluzīvi apmēbelēts četristabu dzīvokli Klusajā centrā. 
 Pla",Ausekļa 5,4,160,4/5,P. kara,"3,438 €","550,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eghol.html,centre
12,"Pārdošanai tiek piedāvāts piecistabu dzīvoklis Rīgas centrā. 
L",Barona 25,5,140,2/6,P. kara,"1,250 €","175,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/clxif.html,centre
13,"Plašs 2 istabu dzīvoklis fasādes ēkā ar skatu pagalmu. 
Dzīvokl",Blaumaņa 12,2,58,6/6,Renov.,"2,915 €","169,070  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afkkg.html,centre
14,"Samazināta cena. Lielisks piedāvājums. 

Ganu iela 4, Rīga, Kl",Ganu 4,5,145,4/5,P. kara,"1,517 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bclfkb.html,centre
15,"Pārdodu 3 istabu dzīvokli Jūgendstila namā, Lāčplēša ielā 48. Ļo",Lāčplēša 48,3,62,3/6,P. kara,"1,250 €","77,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fexeo.html,centre
16,"Tikai 10 min gājiens līdz Vecrīgai. 
 
Piedāvājam iegādāties m",Dzirnavu 60,2,74,4/5,P. kara,"1,932 €","143,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dlohe.html,centre
17,"Pārdodu divistabu dzīvokli pirmskara mājā. 
+Dzīvoklī veikts ka",Maskavas 95,2,52,2/4,P. kara,"1,221 €","63,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aeble.html,centre
18,Pārdod 3 istabu dzīvokli ar kopējo platību 86 kv. m. Brīvības ie,Brīvības 114,3,86,6/6,P. kara,"1,616 €","139,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eofpp.html,centre
19,"Продаем квартиру на улице Петерсалас 18а, на благоустроенной тер",Pētersalas 18a,2,44,4/5,Hrušč.,"1,250 €","55,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acemn.html,centre
20,Īpašnieks pārdod skaistu un saulainu mansarda dzīvokli pie paša ,Merķeļa 17/19,3,59,5/5,Renov.,"2,458 €","145,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hhgdb.html,centre
21,Īpašnieks pārdod plašu dzīvokli Rīgas klusajā centrā. Dzīvoklis ,Eksporta 12,3,109,3/6,Renov.,"1,349 €","147,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abmfx.html,centre
22,"Pēdējais dzīvoklis visprestižākajā Rīgas projektā ""Petit Paris"".",Melngaiļa 2,6,224,6/7,Jaun.,"2,054 €","460,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bihof.html,centre
23,"Продаётся 3 комнтаная квартира. 
3 комнаты изолированные, 2 лод",Zirņu 3,3,83,4/12,Specpr.,"1,181 €","98,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ciokl.html,centre
24,"Dzīvoklis ar šarmu. Piedāvājam gaumīgu 3-istabu dzīvokli, kas la",Stabu 29,3,72,4/7,P. kara,"2,208 €","159,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bdpgpm.html,centre
25,Pārdodu 3 istabu dzīvokli Klusajā centrā. Istabas izolētas. Cent,Dzirnavu 34A,3,73,1/6,Renov.,"1,219 €","89,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/alnig.html,centre
26,"Предлагается не большая хорошая квартира, чистая, не давно был с",Valmieras 32,1,20,2/2,P. kara,595 €,"11,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adlgj.html,centre
27,"Īpašnieki pārdod kvalitatīvi remontētu dzīvokli ar zemi, Rīgā, K",Valdemāra 119,2,49,3/5,P. kara,"1,714 €","84,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aenei.html,centre
28,"Tiek pārdots trīs istabu dzīvoklis, studio tipa virtuvi/dzīvojam",Klusā 18,3,47,5/8,Renov.,"1,553 €","73,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dnmne.html,centre
29,Продается солнечная квартира в каменном доме. В квартире сделан ,Ģertrūdes 84,2,53,3/6,P. kara,"1,255 €","66,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahgbo.html,centre
0,Iespēja iegādāties savā īpašumā lielisku divistabas dzīvokli(vai,Čaka 33,2,47,6/7,Renov.,"2,021 €","95,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acbhf.html,centre
1,Pārdodu dzīvokli pēc kvalitatīva remonta. Skats uz upi. Pilnībā ,Eksporta 2,2,59,2/5,Staļina,"2,119 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/egino.html,centre
2,Īpašnieks pārdod divistabu dzīvokli ar krāsns apkuri sētas mājas,Stabu 84,2,57,2/4,P. kara,825 €,"47,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ecmml.html,centre
3,"Dzīvoklis ar autostāvvietu Rīgas klusajā centrā. Mājīgs, tīrs, ļ",Tomsona 9,3,97,4/7,Jaun.,"2,010 €","195,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eobmo.html,centre
4,Kvalitatīvs dzīvoklis Rīgas centrā. Ēkas renovācijā izmantoti au,Čaka 36,4,84,2/5,Renov.,"1,783 €","149,810  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dfokh.html,centre
5,Moderns 3 istabu dzīvoklis tuvajā centrā - Krišjāņa Valdemāra ie,Valdemāra 37,3,77,3/6,Renov.,"1,998 €","153,827  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eodeg.html,centre
6,"Tiek pārdots dzīvoklis klusajā centrā starp Viesturdārzu, Kronva",Ausekļa 8,3,75,3/6,Specpr.,"1,973 €","148,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hgkgb.html,centre
7,"Pārdod 1 istabas dzīvokli, platība 34, 6 m2. Vajadzīgs kārtīgs r",Hospitāļu 7,1,35,2/5,Specpr.,"1,286 €","45,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eofhl.html,centre
8,"Augstas kvalitātes jauns dzīvoklis kapitāli renovētā, skaistā ne",Tallinas 86,3,71,3/5,Renov.,"1,992 €","141,400  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/agokh.html,centre
9,"Augstas kvalitātes jauns dzīvoklis kapitāli renovētā, skaistā ne",Tallinas 86,1,33,5/5,Renov.,"1,873 €","61,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/coipm.html,centre
10,Tiek pārdots ekskluzīvs dzīvoklis prestižajā ēkā Stabu 11. Kapit,Stabu 11,4,88,2/6,Specpr.,"2,398 €","211,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abfmx.html,centre
11,Уникальная квартира в самом центре Риги. Предлагается к продаже ,Skolas 19,5,145,3/5,P. kara,"1,448 €","210,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ffikb.html,centre
12,Продается квартира в новом проекте “Skanstes mājas”. Высокое кач,Grostonas 21,2,63,5/8,Jaun.,"2,302 €","145,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cljjb.html,centre
13,"Izolētas istabas, pilna apdare, gaišs un kluss dzīvoklis ar balk",Bruņinieku 72a,3,73,4/5,Staļina,"1,260 €","92,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ffinh.html,centre
14,Divi dzīvokļi par vienu cenu - 56m2 un 40m2. Zeme īpašumā. Dzīvo,Lāčplēša 112,4,96,4/5,P. kara,781 €,"75,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hedxo.html,centre
15,"Pārdodam 3 istabu dzīvokli Centrā. 
Izcila infrastruktūra, blak",Čaka 68,3,58,2/6,Specpr.,"1,414 €","82,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hxpci.html,centre
16,"Plašs un mierpilns dzīvoklis/investīciju objekts Rīgas centrā. ",Avotu 2,6,138,6/7,P. kara,833 €,"115,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adoxg.html,centre
17,Plašs un gaišs dzīvoklis labā pirmskara mājā pie Brīvības ielas.,Blaumaņa 6,5,144,3/5,P. kara,"1,285 €","185,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bbhil.html,centre
18,"Gaišs un moderns dzīvoklis divos līmeņos. 

+ Dzīvoklis renovē",Lāčplēša 87E,3,81,4/5,Renov.,"1,111 €","90,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/elnci.html,centre
19,"Plašs, pilnībā mēbelēts dzīvoklis ar balkonu. No dzīvokļa pavera",Republikas laukums..,3,107,5/6,Jaun.,"3,411 €","365,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fehmc.html,centre
20,"Piedāvāju moderni izremontētu dzīvokli, kas atrodas klusajā cent",Zaļā 10,3,86,1/5,P. kara,"1,953 €","168,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gnbkb.html,centre
21,"Saimnieks pārdod siltu, mājīgu dzīvokli labākajā centra daļā. Ap",Valdemāra 143/2,4,80,2/5,Hrušč.,"1,138 €","91,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ehjpd.html,centre
22,"Продаем просторную пятикомнатную квартиру в центре Риги. 

Общ",Čaka 41,5,97,2/2,P. kara,"1,165 €","113,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fplgn.html,centre
23,"Pārdod 2-istabu dzīvokli Ganību dambis, pie Duntes ielas, divas ",Ganību d. 40,2,40,3/3,P. kara,575 €,"23,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dcocj.html,centre
24,Plašs un gaišs studio tipa dzīvoklis pilsētas klusajā centrā. La,Rūpniecības 21,1,60,4/7,Jaun.,"3,083 €","185,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aixom.html,centre
25,"Продаётся квартира в посольском районе, есть закрытая парковка. ",Elizabetes 8,6,182,4/5,P. kara,"4,835 €","880,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bhdfl.html,centre
26,Pārdod kompaktu 3-istabu dzīvokli Rīgas centrā Ģertrūdes un Akas,Akas 8,3,75,2/7,Renov.,"2,867 €","215,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gikkm.html,centre
27,"Pārdod jaunu, pilnībā aprīkotu un mēbelētu dzīvokli ar vienu guļ",Klijānu 16,3,91,6/9,Jaun.,"1,714 €","156,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/anefm.html,centre
28,"5 istabu dzīvoklis pašā pilsētas centrā, pirmskara laika ēkā ar ",Brīvības 72,5,170,4/6,P. kara,"1,294 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fxghb.html,centre
29,"Pārdod 3 istabu dzīvokli vēsturiskā mājā Rīgas centrā, Brīvības ",Brīvības 70,3,117,5/6,P. kara,"1,282 €","150,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cdhmj.html,centre
0,"Уютная квартира в безопастном тихом месте, напротив Беларусского",Dzirnavu 132,2,53,2/5,P. kara,"1,038 €","55,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dxmdi.html,centre
1,"Pārdodu 3-istabu dzīvokli Grostonas ielā 17, vienā no labākajiem",Grostonas 17,3,94,5/8,Jaun.,"2,234 €","210,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/epifg.html,centre
2,Pārdošanā ir dzīvoklis Pilnībā renovētā ēkā Rīgas klusajā centrā,Valdemāra 23,5,164,4/6,Renov.,"3,018 €","495,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ecfmg.html,centre
3,Neliels mājīgs studio tipa dzīvoklis pašā Rīgas centrā. Visas ēr,Marijas 15,1,22,6/6,P. kara,"1,955 €","43,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eghej.html,centre
4,"Pārdodu ļoti labu dzīvokli, Rīgas klusajā centrā, kājām var aizi",Visvalža 3b,2,37,4/5,P. kara,"1,492 €","55,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bmlxf.html,centre
5,"Balkons, stāvvieta, 4 izolētas istabas, kvalitatīvs remonts. 
",Hospitāļu 1,4,92,4/7,Specpr.,"1,761 €","162,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/chjkk.html,centre
6,"Brīnišķīgs, saulains, kluss 4-istabu dzīvoklis ar 3 guļamistabām",Valdemāra 57,4,94,3/7,P. kara,"2,287 €","215,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hdojl.html,centre
7,Pārdod studijas tipa 1 istabas dzīvokli teicamā atrašanās vietā.,Tallinas 30,1,36,4/4,P. kara,"1,708 €","61,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/heonx.html,centre
8,"Plašs divu līmeņu dzīvoklis Rīgas centrā ar terasi. 

+Brīnišķ",Indrānu 8,5,226,6/7,Jaun.,"1,305 €","295,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bekkbp.html,centre
9,"Iebūvēta privātmāja Rīgas centrā ar privāto terasi. 

+Brīnišķ",Indrānu 5,3,90,1/5,Jaun.,"1,756 €","158,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fgjep.html,centre
10,"Pārdod 3 istabu dzīvokli renovētā ēkā - Krasta Promenādē. 

Pi",Krasta 11,3,71,2/6,Renov.,"1,310 €","93,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/chccp.html,centre
11,"Pārdodas 3-istabas dzīvoklis labā stāvokli, ar ērtu plānojumu un",Valdemāra 95,3,79,5/5,Staļina,"1,224 €","96,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afokn.html,centre
12,"Divu istabu dzīvoklis jaunajā projektā ""Felicity Apartments"". Iz",Birznieka-Upīša 13,2,54,6/7,Jaun.,"2,537 €","137,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bhibg.html,centre
13,"Большая, уютная квартира 144, 6 м2

Тихий центр. Рядом посольс",Ganu 4,5,145,4/5,P. kara,"1,517 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dhene.html,centre
14,Pārdod studijas tipa 1 istabas dzīvokli teicamā atrašanās vietā ,Barona 60,1,43,3/3,Specpr.,"1,302 €","56,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcihfl.html,centre
15,Piecistabu dzīvoklis ar auto stāvvietām Rīgas vēsturiskajā centr,Brīvības 93,5,111,5/6,P. kara,"1,252 €","139,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/feibh.html,centre
16,"Pārdošanā kapitāli remontēts dzīvoklis, renovētā specprojekta ēk",Mastu 8k1,2,55,4/5,Renov.,"1,453 €","79,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cnddk.html,centre
17,"Pārdod mēbelētu, divu līmeņu 3 istabu dzīvokli renovētā namā Lāč",Lāčplēša 13,3,83,5/6,Renov.,"1,978 €","164,175  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gdngj.html,centre
18,"Jauns, svaigs, pilnībā aprīkots dzīvoklis jaunajā projektā pašā ",Birznieka-Upīša 13,2,57,7/7,Jaun.,"2,456 €","140,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcffj.html,centre
19,"Dzīvoklis gatavs remontam, izjauktas starpsienas, pie arhitektie",Kurbada 5,1,35,5/5,Staļina,"1,514 €","53,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajxpo.html,centre
20,"Продается просторная 4-х комнатная квартира с ремонтов, в хороше",Bruņinieku 12,4,112,2/5,P. kara,"1,111 €","124,450  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cijbo.html,centre
